,smiles,Caco2_Wang,Lipophilicity_AstraZeneca,Solubility_AqSolDB,HydrationFreeEnergy_FreeSolv,PPBR_AZ,VDss_Lombardo,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ
1818,Cc1cnc(NC(=O)Cc2ccccc2)s1,,2.9,,,,,,
1819,c1ccc2ncncc2c1,,1.0,,,,,,
1820,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cccc3c2[nH]cc3)n1,,2.8,,,,,,
1821,CC(C)(C)NS(=O)(=O)c1cncc(-c2cn3nc(N)nc3cc2)c1,,1.41,,,62.94,,20.0,3.0
1822,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCOCCc3ccccc3)c2s1,,2.54,,,,,150.0,75.0
1823,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,,3.7,-7.1447,,,,,
1824,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl,,1.1,,,,,13.0,7.0
1825,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccccc1,,2.14,,,,,65.0,3.0
1826,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccccc3CO)ccc12,,3.18,,,,,,
1827,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,3.2,,,,,,30.33
1828,NC1=NC(c2ccco2)Nc2c(F)ccc(F)c12,,1.2,,,,,,
1829,CC(C)NC(=O)c1cnc(N2CCC(N3C(=O)OCc4ccccc43)CC2)c(Cl)c1,,3.57,,,99.44,,,
1830,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,0.86,-4.78,,96.79,0.13,3.0,5.25
1831,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,0.86,-4.78,,99.21,0.13,3.0,5.25
1832,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,0.86,-4.78,,96.87,0.13,3.0,5.25
1833,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,0.86,-4.78,,99.31,0.13,3.0,5.25
1834,CC(C)C(C#N)(CCCN(C)CCc1ccccc1)c1ccccc1,,3.6,,,,,,
1835,O=S(=O)(CCCOCCSc1ccccc1)CCNCCc1ccc(O)c2c1sc(O)n2,,2.68,,,,,,
1836,C[C@@H](O)[C@@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2c1sc(N)n2,,2.83,,,,,,
1837,O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,,2.48,,,,,,
1838,CS(=O)(=O)c1ccc2c3c(CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)C3)[nH]c2c1,,1.5,,,,,,
1839,CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)c(C)cc3n2)cc1,,3.45,,,98.09,,,
1840,CC[C@@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,,0.22,,,96.17,,,
1841,O=c1ccc2ccccc2[nH]1,,1.32,-2.1394,,,,,
1842,CN(CCO)Cc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,,0.97,,,,,,
1843,COc1ccc(C=C2SC(=O)NC2=O)cc1OC,,1.17,,,,,,
1844,O=C(O)COc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.0,,,98.86,,3.0,8.5
1845,COc1ccc(CNC(=O)c2c(N)c3c(C)cc(C)nc3s2)cc1,,3.85,,,,,,
1846,CCCc1c(OCc2cccc(NC(=O)c3ccccc3C(=O)O)c2)ccc(C(C)=O)c1O,,1.9,,,,,,
1847,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4cc(S(C)(=O)=O)ccc34)CC2)c1Cl,,2.83,,,,,,13.0
1848,COc1ccc(C(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)cc1,,2.92,,,,,,
1849,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,,1.3,,,,,3.0,
1850,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,,-0.51,,,98.09,,,
1851,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ncc2ccc(NC(=O)OC3CCCC3)cc21,,1.8,,,,,,
1852,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NC3CC3)ccc12,,3.67,,,,,,21.0
1853,Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,,2.73,,,68.13,,,7.0
1854,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3c(C2)c2c(F)cccc2[nH]3)CC1,,3.2,,,,,,
1855,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,,0.3,-4.53,,71.99,1.3,,
1856,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,,0.3,-4.53,,91.64,1.3,,
1857,O=[N+]([O-])c1ccc2c(c1)nc1CCCCCn12,,2.58,,,,,,
1858,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(O)cc54)CC3)nc2N1,,0.52,,,86.59,,,
1859,CC1(c2c(C(=O)NC3C4CC5CC(C4)CC3C5)cnn2-c2ccc(C(=O)O)cc2)CC1,,1.11,,,,,,
1860,COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cscc4)C3)nc2c1,,2.46,,,,,,
1861,OCC[C@]1(c2cc3ccccc3o2)CCCNC1,,0.12,,,,,,
1862,Oc1ccc(-c2nc3ccc(O)cc3s2)cc1,,3.65,,,,,,
1863,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(CN(C)C)ccc12)c1ccccc1,,2.75,,,,,,
1864,CC(=O)c1ccc2[nH]c(-c3cccnc3)cc(=O)c2c1,,1.41,,,,,,
1865,O=C(O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,,1.23,,,95.01,,,3.0
1866,Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,,1.84,,,,,34.0,3.0
1867,COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cccc(OC(F)(F)F)c4)C3)nc2c1,,3.61,,,,,,
1868,COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,,3.9,,,98.81,,150.0,112.2
1869,CCOc1cc2nnc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1,,1.99,,,98.09,,,
1870,COc1ccc(C(C)NC(=O)C2(N)CCN(c3ncnc4c3cc[nH]4)CC2)cc1OC,,1.8,,,,,,
1871,Cc1ccc(NC(=O)c2cccc(N(C)S(C)(=O)=O)c2)cc1NC(=O)c1ccc2ncccc2c1,,2.8,,,,,72.44,
1872,Cc1ccc(NC(=O)c2cccc(N(C)S(C)(=O)=O)c2)cc1NC(=O)c1ccc2ncccc2c1,,2.8,,,,,3.0,
1873,Cc1ccc(C(=O)N(CCCN)[C@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,,2.88,,,99.19,,,
1874,Cc1c(Cn2[nH]c(=O)c3c(c(=O)c4ccc(Cl)cc4[nH]3)c2=O)scc1,,1.15,,,,,,
1875,CC(=O)N1CCN(CCOc2ccc(C3CCN(c4nn5c(C(F)(F)F)nnc5cc4)CC3)cc2)CC1,,3.2,,,,,,150.0
1876,Cc1cc(C)c2c(N)c(C(=O)NC3CC3)sc2n1,,2.53,,,,,,
1877,Cn1c(-c2ccncc2)cc2c(c(-c3ccccc3)no2)c1=O,,2.61,,,,,,
1878,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,,1.02,,,,,,
1879,COC(=O)CCC(=O)Nc1ccc2C(=O)C(=O)c3ccccc3-c2c1,,2.72,,,,,,
1880,NC(=O)c1cnc(N[C@H]2CCCNC2)c2c1sc(-c1ccncc1)c2,,0.77,,,,,,
1881,Cc1cccc(N(Cc2cc(F)c(F)cc2F)C(=O)O[C@H]2CN3CCC2CC3)c1,,2.24,,,,,,
1882,CCCC(=O)N1CCN(c2nnc(-c3ccccc3)c3ccccc23)CC1,,3.2,,,,,,
1883,C[C@H]1CN(C(=O)c2cc3c(cc2Cl)n(C)cc3C(=O)C(=O)N(C)C)[C@H](C)CN1Cc1ccc(F)cc1,,3.6,,,,,,
1884,N#Cc1ccc2OCC(=O)N(CCN3CCC(NCc4ccc5OCC(=O)Nc5n4)CC3)c2c1,,0.23,,,77.21,,8.51,
1885,N#Cc1ccc2OCC(=O)N(CCN3CCC(NCc4ccc5OCC(=O)Nc5n4)CC3)c2c1,,0.23,,,40.89,,8.51,
1886,Cn1sc(NC(=O)c2ccccc2)nc1=O,,1.13,,,,,,
1887,C[C@@H]1c2c(C[C@@H]3CCN(CCN4CCOCC4)C[C@H]31)[nH]c1ccc(C(F)(F)F)cc21,,2.87,,,96.87,,,
1888,CC(C)NCC(O)COc1cccc2c1cc[nH]2,,-0.12,-3.79,,41.45,1.2,150.0,
1889,CC(C)NCC(O)COc1cccc2c1cc[nH]2,,-0.12,-3.79,,41.45,1.2,7.59,
1890,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2C)n[nH]1,,1.75,,,71.99,,,
1891,CN(C)CCNCc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,1.4,,,95.01,,,
1892,Cc1ccccc1Nc1ncnc2ccccc12,,2.85,,,,,,
1893,Cn1c(CN2CCN(c3ccccc3)CC2)nc2ccccc21,,3.11,,,,,,
1894,CC(C)Cn1c(=O)n(C)c(=O)c2c1sc(Cc1ccccc1C(F)(F)F)c2C(=O)N1CCCCC1,,4.07,,,,,,
1895,N#Cc1nc(NC2CCCC2)c(N)c(N2CCOCC2)n1,,2.59,,,,,,
1896,c1ccc([C@H]2CN3CCSC3=N2)cc1,,0.81,,,,,,
1897,CCCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2n1,,3.76,,,,,,
1898,CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)cc2)CC1,,3.9,,,,,,
1899,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccc(N(C)C)cn23)n1,,4.1,,,,,,
1900,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3c(C2)c2cc(F)ccc2[nH]3)CC1,,3.0,,,,,41.41,12.5
1901,COc1ccc(NC(=O)c2ccnc(N)n2)cc1,,1.72,,,71.05,,,
1902,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12,,3.02,,,95.01,,3.0,48.0
1903,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,,3.44,,,,,3.0,
1904,COc1cccc(-c2cc(O)c3cc(NC(C)=O)ccc3n2)c1,,2.41,,,,,,
1905,CCC(CC)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,,1.68,,,98.81,,36.31,
1906,CN(c1ccnc(Nc2cccc(S(C)(=O)=O)c2)n1)c1cccc2c1cn[nH]2,,3.21,,,,,,
1907,O=C(N[C@H]1CN2CCC1CC2)c1ccc(-c2ccccn2)s1,,0.7,,,,,,
1908,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,,1.92,,,65.06,,,
1909,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,,1.92,,,69.61,,,
1910,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,,1.92,,,54.59,,,
1911,O=C(Nc1cccc(CCO)c1)c1cc2cc(Cl)ccc2[nH]1,,3.83,,,99.26,,150.0,10.0
1912,COc1cc(F)ccc1-c1cncc(CNC(=O)c2ccccc2)c1,,3.76,,,,,,
1913,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CSc1ccncc1,,2.82,,,97.07,,,
1914,Cc1nn(CCC#N)c(Nc2ccccc2)c1,,2.3,,,,,,
1915,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,,3.8,,,,,,
1916,COc1cc(OC)nc(-n2ncc(Cl)c(Cl)c2=O)n1,,1.4,,,,,,
1917,O=S(=O)(CCCOCCc1cc2ccccc2o1)CCNCCc1ccc(O)c2c1sc(O)n2,,2.86,,,,,,
1918,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(C)CC2)cc1,,0.8,,,54.59,,3.0,5.0
1919,NC1(c2ccc(-c3c(-c4ccccc4)ccn4ncnc34)cc2)CCC1,,1.7,,,,,3.0,
1920,CN1CCN(C(=O)c2cc3ccccc3n2C)CC1,,1.71,,,,,,
1921,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccc(Cl)cc3)n2)cc1,,2.6,,,,,,
1922,CC(C)Cn1c(=O)n(C)c(=O)c2c1sc(Cc1ccnc3ccccc13)c2C(=O)N1C[C@H](O)CO1,,2.14,,,75.12,,,30.0
1923,CC(C)Cn1c(=O)n(C)c(=O)c2c1sc(Cc1ccnc3ccccc13)c2C(=O)N1C[C@H](O)CO1,,2.14,,,72.45,,,30.0
1924,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3c(OC)cccn23)n1,,3.5,,,,,,
1925,CCCSc1c(C(=O)N(C)C2CCCCC2)cnn1-c1ccc(C(=O)O)cc1,,0.59,,,,,,
1926,O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccccc1,,1.34,,,,,,
1927,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4c3c(c[nH]4)C[C@H]2N(C)C1,,2.73,,,,,,
1928,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,,1.4,-1.8861,,,2.3,,
1929,O=C(Nc1cc(-c2ccncc2)c[nH]c1=O)[C@H](Cc1ccccc1)NC1(c2ccccn2)CC1,,3.44,,,97.13,,150.0,19.05
1930,CNC(=O)C[C@H](Nc1ncc(Cl)c(Nc2n[nH]c(C3CC3)c2)n1)c1ccc(F)cc1,,2.23,,,,,,
1931,Cc1cc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)cc(C(N)=O)c1,,2.08,,,,,,
1932,Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1,,2.11,,,,,,
1933,CCCSc1ncccc1C(=O)N(C)[C@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2,,2.49,,,,,,
1934,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,,0.44,,,32.37,,69.18,8.71
1935,COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1C,,2.78,,,99.6,,,
1936,Cc1cccc2c1[nH]c1c2CN(C(=O)[C@@H]2CCCC[C@H]2C(=O)NC2(C#N)CC2)CC1,,2.99,,,,,,
1937,Cc1cc(N)c2cc(NC(=O)CCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,,1.39,,,,,,
1938,COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12,,0.49,,,98.21,,,5.0
1939,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,0.77,,,,700.0,,
1940,c1ccc(-c2nnc3ccc(NC4CC4)nn23)cc1,,3.15,,,95.43,,,
1941,CC(=O)NCC(NC(=O)C1(N)CCN(c2ncnc3c2cc[nH]3)CC1)c1ccc(Cl)cc1,,2.4,,,,,,
1942,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc5ccccn45)n3)cc2)CC1,,2.82,,,,,,
1943,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl,,3.66,,,,,,3.0
1944,NC1(c2ccc(-c3c(-c4ccccc4)ncc4nccn34)cc2)CCC1,,1.7,,,,,,
1945,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,,1.54,,,,,,
1946,NC1(c2ccc(-c3ncc4cccnc4c3-c3ccccc3)cc2)CCC1,,1.7,,,,,19.5,
1947,O=[N+]([O-])c1ccc(C=NO)o1,,1.31,-2.19,,,,,
1948,CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2c(c(CN(C)Cc3ccccc3)c(-c3ccc(NC(=O)C(C)C)cc3)s2)c1=O,,3.5,,,,,,
1949,O=C(c1cccc(Cl)c1Cl)N1CCN(c2ccccn2)CC1,,2.98,,,,,150.0,150.0
1950,CC(=O)Nc1ccc2[nH]cc(-c3nc4c(C#N)cnn4c(NC4CC4)c3)c2c1,,2.65,,,,,,
1951,c1cc2c(cc1-c1cnc3CCCn13)OCCO2,,2.33,,,,,,
1952,CNC1=Nc2ncccc2C(c2ccco2)=NC1c1cccs1,,1.85,,,,,,
1953,N#Cc1c(-c2ccc(-c3ccccc3C(F)(F)F)cc2)nc2ccncc2c1O,,3.3,,,,,,
1954,C[Si](C)(C)C#Cc1cn(C[C@H]2CN(c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)C(=O)O2)nn1,,1.26,,,,,,
1955,CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)cc(C)c3n2)cc1,,3.46,,,,,,
1956,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)c(C(F)(F)F)c2)CC1,,3.25,,,,,,
1957,CCC(CC)NC(=O)c1c(NS(=O)(=O)c2ccc(C)cc2)n(-c2ccccc2)nc1,,0.79,,,97.66,,47.91,54.5
1958,CCC(CC)NC(=O)c1c(NS(=O)(=O)c2ccc(C)cc2)n(-c2ccccc2)nc1,,0.79,,,98.61,,47.91,54.5
1959,CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O,,3.2,,,97.55,,150.0,33.11
1960,Cc1nc(C)c(-c2ccc(C34CCC(C(=O)O)(CC3)CC4)cc2)nc1C(N)=O,,1.3,,,,,,
1961,Cc1c(C)c2c(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)ncnc2s1,,2.7,,,97.66,,102.33,77.62
1962,O=C(O)CCCS(=O)(=O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,,0.66,,,,,,
1963,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,,2.25,,,,,,5.0
1964,CCOC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1,,2.79,,,,,,
1965,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,,1.57,,,,,,
1966,CC[S+]([O-])c1ncccc1C1(O)CCN(CC23CC(c4ccccc42)c2ccccc23)CC1,,2.0,,,,,,
1967,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,,1.4,-3.1097,,60.77,,17.38,
1968,Cn1c(N)nc(CCc2cccc(-c3ccccc3)c2)cc1=O,,3.8,,,,,,
1969,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccco3)ccc12,,2.07,,,,,,
1970,C[C@@H](NC1=CC(=O)CC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,3.2,,,98.0,,,
1971,CCCSc1ncccc1C(=O)NC1CCCCC1,,3.24,,,,,,
1972,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,,1.2,,,99.19,,8.0,42.0
1973,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,,1.2,,,96.26,,8.0,42.0
1974,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCOCC1,,3.19,,,,,,
1975,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1,,0.77,,,80.65,,,
1976,O=C(NCc1ccnc2ccccc12)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,,3.88,,,,,,
1977,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,,1.72,,,95.91,2.2,38.02,
1978,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,,1.72,,,92.95,2.2,38.02,
1979,CCN(CC)c1ccc2cc(C(=O)O)c(=O)oc2c1,,-0.2,,,,,,
1980,CC(C)N1CCN[C@@H](C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,,2.21,,,,,,
1981,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1noc(C)c1)C(C)C)Cc1ccc(F)cc1,,2.8,,,83.04,,40.74,104.71
1982,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1noc(C)c1)C(C)C)Cc1ccc(F)cc1,,2.8,,,83.04,,150.0,104.71
1983,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccccc4)nc3n2)C[C@@H](C)O1,,3.75,,,,,,
1984,Cc1cc(=O)n(-c2ccccc2)n1C,,0.11,-0.5642,,19.35,0.77,3.0,
1985,Cc1cc(=O)n(-c2ccccc2)n1C,,0.11,-0.5642,,19.35,0.77,4.47,
1986,Cc1cc(=O)n(-c2ccccc2)n1C,,0.11,-0.5642,,14.52,0.77,3.0,
1987,Cc1cc(=O)n(-c2ccccc2)n1C,,0.11,-0.5642,,14.52,0.77,4.47,
1988,Cc1cc(=O)n(-c2ccccc2)n1C,,0.11,-0.5642,,29.9,0.77,3.0,
1989,Cc1cc(=O)n(-c2ccccc2)n1C,,0.11,-0.5642,,29.9,0.77,4.47,
1990,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(F)c4)c3)C2)c(=O)[nH]c1=O,,-1.03,,,91.82,,,
1991,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c1[nH]c(N)nc2=O,,-1.3,,,,,,
1992,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C1CCCCC1,,1.65,,,67.12,,,
1993,CNc1c(Br)cnc2c1nc(-c1ccc(S(C)(=O)=O)cc1)[nH]2,,2.88,,,95.23,,,
1994,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2C[C@@H]3C[C@H]2CN3)ccc1Cl,,1.45,,,90.32,,,13.0
1995,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2C[C@@H]3C[C@H]2CN3)ccc1Cl,,1.45,,,88.59,,,13.0
1996,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,,1.86,,,,,,
1997,O=C(O)c1cccnc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,1.71,,,,,,4.0
1998,CC(=O)Nc1nn(-c2ccccc2)c(N)n1,,-0.2,,,,,,
1999,CC(C)NC[C@H](O)COc1cccc2ccccc12,,0.99,,,86.05,,,
2000,CC(C)NC[C@H](O)COc1cccc2ccccc12,,0.99,,,79.55,,,
2001,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cc2ccccc2C(=O)O)c1=O)C(=O)C(F)(F)F,,1.14,,,,,,
2002,CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1,,2.0,,,92.8,,150.0,120.23
2003,CCOC(=O)c1c(-c2ccccc2)nc2cc(C)ccn12,,3.8,,,,,147.91,150.0
2004,CN(c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1)S(C)(=O)=O,,-0.81,,,,,,13.0
2005,CN(c1ccccc1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,,3.47,,,,,,
2006,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)NCc2ccccc2)[C@@H](O)[C@H]1O,,0.9,,,84.6,,14.45,21.38
2007,COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,,3.9,,,,,3.0,30.9
2008,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@]45c2c1O[C@H]4c1c(C[C@@]35O)c2ccccc2[nH]1,,2.7,,,,,,
2009,CNC(=O)c1c(NS(=O)(=O)c2ccc(C)cc2)n(-c2ccccc2)nc1,,-0.54,,,,,64.0,14.0
2010,COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccnc(C)c4)ccc3n2)cc1,,3.56,,,,,,
2011,CC(C)Cn1c(=O)n(C)c(=O)c2c1sc(Cc1c[nH]c3ncccc13)c2C(=O)N1C[C@H](O)CO1,,2.04,,,62.94,,,
2012,CC(C)Cn1c(=O)n(C)c(=O)c2c1sc(Cc1c[nH]c3ncccc13)c2C(=O)N1C[C@H](O)CO1,,2.04,,,75.55,,,
2013,O=S(=O)(Nc1nc(-c2ccccc2)nn1Cc1ccccc1)c1ccccc1,,1.25,,,,,,5.0
2014,CNC(=O)Nc1nn2cc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)ccc2n1,,1.58,,,64.54,,3.0,3.0
2015,COc1cc(N2CCN(CCO)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,,3.2,,,,,,
2016,NC1(c2ccc(-n3c(-c4ccccc4)nc4ccccc4c3=O)cc2)CCC1,,1.6,,,,,,
2017,CC(=O)c1ccc2OCC(=O)N(CCN3CCC(NCc4ccc5OCC(=O)Nc5n4)CC3)c2c1,,0.37,,,88.11,,,
2018,CCN(CC)CCOC(=O)c1ccc(N)cc1,,0.0,-1.72,,,,,
2019,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CC4CCCO4)cc3)n2)n1C(C)C,,2.82,,,,,,
2020,CC1(O)CN(S(=O)(=O)c2ccc3c(C(=O)NC[C@@H](O)CN4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)c[nH]c(=O)c3c2)C1,,2.54,,,,,,18.33
2021,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,,0.97,-5.22,,,,,
2022,O=C1C(=O)c2ccccc2-c2ccccc12,,2.6,-4.4435,,,,,
2023,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl,,1.84,,,84.3,,4.46,18.0
